bootstrapped slope
-0.015578824239887221
-0.020956262573045132
-0.00712653275154132
-0.01462564139949244
-0.00401651660710525
-0.01225930757543228
-0.01600575468426689
-0.012837955038909818
-0.016746776546691745
-0.01695882812734962
-0.012567898362838385
-0.003736612853646515
-0.011254399573045066
-0.012285547837800712
-0.014125042727349641
-0.015011408796654111
-0.008824656248609047
-0.004424888702669186
-0.015853564669718018
-0.01325917943616542
-0.024930428002556328
-0.017446351536766887
-0.01619940615921052
-0.017126640240357125
-0.008346007648251885
-0.01481781949385335
-0.006233755341936125
-0.014611250249981167
-0.021225253338251874
-0.01731057535214286
-0.011327211780451091
-0.027038131989473715
-0.008397641077424807
-0.01571534098304508
-0.011274756598195556
-0.011055152890244386
-0.018374587446917338
-0.01094820627956764
-0.016131971999530093
-0.01466244377663529
-0.009650048090244346
-0.020771773271259404
-0.003440865887011274
-0.01122445388261277
-0.012861884649999954
-0.008553334384680485
-0.011816157636278262
-0.014957337929060083
-0.01601585080960531
-0.016466925632218007
-0.004482110277105212
-0.01103057871616545
-0.01933692349306394
-0.013177354126973656
-0.010159663175864708
-0.010278528134135372
-0.015164219377575193
-0.0007996432337218285
-0.018444089346466082
-0.00692138595407897
-0.015578824239887221
-0.024201586882781952
-0.010763679866109054
-0.010565849770319572
-0.005769223993966106
-0.011953311879830843
-0.010830651568609054
-0.0083199671561842
-0.006457856435112867
-0.013262056777105239
-0.011205765747537672
-0.018049727137781958
-0.010534639127274472
-0.01635598489214283
-0.01893477052531956
-0.013319486544266849
-0.019748821755281892
-0.01941583183701127
-0.021161765962631602
-0.01586523795231201
-0.01996486320453006
-0.006834617736503703
-0.009512753465582623
-0.012857200896240588
-0.0040501500816917555
-0.020582115253740624
-0.011827810452593958
-0.009831885901484967
-0.01115078348242486
-0.024950963659755705
-0.011520239100187974
-0.01150920685024434
-0.004350060658796991
-0.010278349502086519
-0.012378552295883437
-0.01960268934919173
-0.003710839252688025
-0.021186981169360932
-0.009652070770657918
-0.014449346674060162
-0.012791940816127763
-0.006834439104454883
-0.016639784622481116
-0.012875490181522497
-0.009315158795413546
-0.011019196264718025
-0.013583190519924817
-0.01324581614407898
-0.010616464436466121
-0.01642968132075192
-0.01436832391687971
-0.015561649654680366
-0.012780350171954948
-0.018482357983101515
-0.026545083272199274
-0.015022024788139165
-0.007970823504116537
-0.013640977551184166
-0.0006046136998496698
-0.02040599916035709
-0.017116544115018856
-0.0061883786195489334
-0.014292097347800776
-0.011164280347105197
-0.017813681666672944
-0.009512753465582703
-0.021599254932951152
-0.02365146919469929
-0.019675792387744386
-0.007178429482988685
-0.014155026414642847
-0.009091912362763157
-0.017295272018063978
-0.007235859250150356
-0.006959923597669149
-0.017377213491184252
-0.00978437036488722
-0.010603101144379712
-0.017523001074342074
-0.014008543807048876
-0.012415179514736802
-0.012513473819981275
-0.011045214258703015
-0.010459885703533775
-0.006609576986466249
-0.00793310972945484
-0.007460717835883481
-0.018227713307951143
-0.02307513238250005
-0.007533071174943579
-0.015948328449360907
-0.01953987256689846
-0.011374285326146667
-0.017892768642669157
-0.021282159707011257
-0.026221170856860855
-0.020264806399924777
-0.001852739538458691
-0.010195798433439866
-0.016518650794210506
-0.005782720858646577
-0.013603085144473632
-0.021362918630695532
-0.010528581518815812
-0.008636220219342081
-0.008611206142744356
-0.016805327865488696
-0.020794924326954817
-0.015306943981729344
-0.01600575468426689
-0.006295861126372173
-0.00765681681287592
-0.01282572689434211
-0.025136818614379726
-0.003611660726240514
-0.021424449086879706
-0.017618586607067745
-0.005115478063251887
-0.0072624525723872175
-0.015558203855883494
-0.0021805832457894906
-0.014109828324304503
-0.014927883075319585
-0.008006601497593972
-0.01213043189060145
-0.016709792063740653
-0.01596541477550746
-0.012999775247857179
-0.008793379844586441
-0.015031008329248056
-0.02759642596005639
-0.008728871617556361
-0.016310320140394706
-0.018523843383533852
-0.018188420287650355
-0.01631517008503759
-0.011171274080169156
-0.014078667708214249
-0.009764013339736836
-0.020702915993195528
-0.012611718394248123
-0.011676556562650348
-0.004299962603684204
-0.019084088634078913
-0.003787087138684254
-0.012274161854097746
-0.010788455170319568
-0.00948183365368417
-0.017762425967875962
-0.008090246856616549
-0.004139053850751877
-0.016772817038759425
-0.01814910476255645
-0.01747092571084583
-0.0100290953743233
-0.010955887521146578
-0.01615420806887209
-0.013226145211033793
-0.00642318613569552
-0.017841334311823255
-0.008559655351992485
-0.016918958412255602
-0.013443701645394759
-0.004176038333703065
-0.024289225699229342
-0.016482692808853387
-0.009613108920827177
-0.014369589104736827
-0.006829759554924813
-0.019430309885751867
-0.017384730714304453
-0.013344060718345863
-0.008852074799605227
-0.011858532666616501
-0.0073449210026127875
-0.015502330779699248
-0.01240616994520675
-0.016450305237011326
-0.014579706282875911
-0.010497595945939894
-0.013395870607142878
-0.017278360791710558
-0.02079474569490604
-0.017457628123157876
-0.014430321034473653
-0.01805552144396614
-0.005436499606973677
-0.01042287872249992
-0.016231259923289453
-0.008283161305281957
-0.0035914165721616024
-0.016594586532142845
-0.0033780491047180777
-0.002513366331165436
-0.008314550580375921
-0.009696199417875919
-0.007991661048251815
-0.008616146962744433
-0.01639389626468045
-0.021343939664473652
-0.01240149039567666
-0.015938207653515103
-0.02002475740776318
-0.014401179509962432
-0.01961652210447369
-0.01702746171390981
-0.015772387455770684
-0.004623942223872175
-0.02310576416503762
-0.0220937042638158
-0.016594210302218013
-0.006802782938251904
-0.008219790332988738
-0.011937080214210553
-0.023668559053101494
-0.01736812275355257
-0.008578812950263156
-0.018644644122988732
-0.013922329779473696
-0.008883112245751812
-0.0025389613000752014
-0.0202331502337218
-0.008314351482048907
-0.020696412861578972
-0.014449995499774418
-0.004081360724736821
-0.017498721992218077
-0.006723878126560201
-0.00593683497684207
-0.012233646845545114
-0.0189778973435338
-0.015754940333270663
-0.011583658664191766
-0.014261020042105207
-0.009637147198759395
-0.009235928183195479
-0.021750155819605235
-0.010897995296804519
-0.017315495705864683
-0.017043731907612762
-0.015276490831240629
-0.01355788705413538
-0.01875865443193606
-0.014311254946071475
-0.012880437294135327
-0.01124816333253755
-0.01620546376766914
-0.012060418156729322
-0.017747393729135336
-0.012723660963327112
-0.01783527670336462
-0.011650581774981187
-0.020923098561654103
-0.015064042554379677
-0.01964218283436094
-0.004405930202725562
-0.019921075791409826
-0.005598902206766867
-0.013867168882311997
-0.018936919934379695
-0.02137532893956775
-0.0072616329076880225
-0.009350179296334648
-0.01943498943528192
-0.004596324574548862
-0.004974285302819579
-0.005136459243609013
-0.007563787684285766
-0.012599554529041272
-0.014078908512406011
-0.007505625095075194
-0.011514065031823317
