h,mean,0.95
0.4271356783919598,-0.16950493662446986,"(-0.2720491065638632, -0.03707188753758349)"
0.4321608040201005,-0.17042236243930023,"(-0.2733329582690056, -0.03730577559105456)"
0.4371859296482412,-0.1713497732182798,"(-0.27462898491292775, -0.03754263360067538)"
0.44221105527638194,-0.17228733286298709,"(-0.275937360505588, -0.03778251849753122)"
0.4472361809045226,-0.1732352088819607,"(-0.27725826238886153, -0.03802548867714715)"
0.45226130653266333,-0.1741935724904702,"(-0.2785918713166727, -0.038271604046880035)"
0.457286432160804,-0.17516259871361792,"(-0.27993837153745116, -0.03852092607516314)"
0.4623115577889447,-0.1761424664929005,"(-0.28129795087899107, -0.038773517842687906)"
0.46733668341708545,-0.1771333587963678,"(-0.2826708008357947, -0.03902944409561297)"
0.4723618090452261,-0.1781354627325209,"(-0.28405711665898686, -0.039288771300894254)"
0.47738693467336685,-0.17914896966809785,"(-0.2854570974488873, -0.03955156770383563)"
0.4824120603015075,-0.18017407534990415,"(-0.28687094625033516, -0.03981790338796497)"
0.48743718592964824,-0.18121098003084907,"(-0.2882988701508594, -0.040087850337345576)"
0.49246231155778897,-0.18225988860035996,"(-0.2897410803817968, -0.04036148250143979)"
0.49748743718592964,-0.1833210107193518,"(-0.29119779242245886, -0.0406388758626471)"
0.5025125628140703,-0.1843945609599394,"(-0.29266922610745855, -0.04092010850664677)"
0.507537688442211,-0.1854807589500872,"(-0.29415560573730626, -0.04120526069568145)"
0.5125628140703518,-0.18657982952340246,"(-0.2956571601923935, -0.04149441494492634)"
0.5175879396984925,-0.18769200287428486,"(-0.29717412305048574, -0.04178765610209664)"
0.5226130653266332,-0.18881751471865918,"(-0.2987067327078505, -0.04208507143045448)"
0.5276381909547738,-0.1899566064605256,"(-0.30025523250415326, -0.04238675069538594)"
0.5326633165829145,-0.19110952536457518,"(-0.3018198708512589, -0.0426927862547288)"
0.5376884422110553,-0.19227652473512963,"(-0.30340090136607994, -0.043003273153041505)"
0.542713567839196,-0.1934578641016776,"(-0.304998583007624, -0.04331830922001603)"
0.5477386934673367,-0.19465380941129273,"(-0.3066131802183926, -0.0436379951732482)"
0.5527638190954774,-0.1958646332282335,"(-0.30824496307029636, -0.043962434725592595)"
0.5577889447236181,-0.1970906149410386,"(-0.3098942074152534, -0.04429173469734224)"
0.5628140703517588,-0.19833204097744994,"(-0.31156119504064966, -0.0446260051334881)"
0.5678391959798995,-0.19958920502750838,"(-0.3132462138298419, -0.044965359426328566)"
0.5728643216080402,-0.20086240827518956,"(-0.3149495579278997, -0.045309914443716195)"
0.577889447236181,-0.20215195963896185,"(-0.31667152791278247, -0.04565979066324617)"
0.5829145728643216,-0.2034581760216704,"(-0.31841243097216426, -0.04601511231271025)"
0.5879396984924623,-0.20478138257017287,"(-0.32017258108612245, -0.04637600751716025)"
0.592964824120603,-0.2061219129451717,"(-0.32195229921591983, -0.04674260845294658)"
0.5979899497487438,-0.20748010960171526,"(-0.32375191349911786, -0.047115051509121125)"
0.6030150753768845,-0.20885632408086227,"(-0.3255717594512708, -0.04749347745661839)"
0.6080402010050251,-0.21025091731303067,"(-0.32741218017446033, -0.047878031625655744)"
0.6130653266331658,-0.21166425993358273,"(-0.3292735265729438, -0.04826886409182256)"
0.6180904522613065,-0.21309673261122358,"(-0.33115615757619987, -0.04866612987135861)"
0.6231155778894473,-0.21454872638982603,"(-0.3330604403696699, -0.04906998912615574)"
0.628140703517588,-0.2160206430443264,"(-0.33498675063350686, -0.04948060737905229)"
0.6331658291457286,-0.21751289545137045,"(-0.33693547278965674, -0.04989815574002815)"
0.6381909547738693,-0.2190259079754295,"(-0.33890700025761594, -0.05032281114395009)"
0.6432160804020101,-0.22056011687114332,"(-0.34090173571921867, -0.05075475660056105)"
0.6482412060301508,-0.22211597070269287,"(-0.34292009139283225, -0.05119418145745567)"
0.6532663316582915,-0.2236939307810483,"(-0.34496248931735035, -0.05164128167683584)"
0.6582914572864321,-0.22529447161998853,"(-0.34702936164639536, -0.05209626012689619)"
0.6633165829145728,-0.22691808141183892,"(-0.34912115095316143, -0.05255932688874972)"
0.6683417085427136,-0.2285652625239288,"(-0.35123831054634896, -0.05303069957986925)"
0.6733668341708543,-0.23023653201682961,"(-0.35338130479766516, -0.053510603695090794)"
0.678391959798995,-0.23193242218549706,"(-0.3555506094813866, -0.05399927296630171)"
0.6834170854271356,-0.2336534811245059,"(-0.35774671212650616, -0.054496949742018845)"
0.6884422110552764,-0.23540027331863972,"(-0.3599701123820119, -0.05500388538815195)"
0.6934673366834171,-0.23717338026017099,"(-0.3622213223958717, -0.055520340711344755)"
0.6984924623115578,-0.23897340109425041,"(-0.36450086720832864, -0.05604658640639162)"
0.7035175879396985,-0.2408009532939103,"(-0.36680928516014105, -0.05658290352934264)"
0.7085427135678392,-0.24265667336627833,"(-0.3691471283164333, -0.05712958399803428)"
0.7135678391959799,-0.2445412175917008,"(-0.3715149629068605, -0.05768693112191882)"
0.7185929648241206,-0.24645526279757507,"(-0.37391336978282014, -0.05825526016321251)"
0.7236180904522613,-0.24839950716881165,"(-0.37634294489249176, -0.05883489893154476)"
0.7286432160804021,-0.25037467109696165,"(-0.3788042997745153, -0.059426188414464176)"
0.7336683417085427,-0.2523814980701805,"(-0.3812980620711699, -0.06002948344635006)"
0.7386934673366834,-0.25442075560633853,"(-0.38382487606195964, -0.060645153418486926)"
0.7437185929648241,-0.2564932362317354,"(-0.3863854032185526, -0.06127358303328684)"
0.7487437185929648,-0.25859975850804495,"(-0.38898032278208583, -0.06191517310589681)"
0.7537688442211056,-0.26074116811028114,"(-0.3916103323638866, -0.06257034141669988)"
0.7587939698492463,-0.26291833895877126,"(-0.3942761485707323, -0.06323952361852098)"
0.7638190954773869,-0.2651321744083173,"(-0.3969785076558213, -0.06392317420267654)"
0.7688442211055276,-0.26738360849794585,"(-0.39971816619670053, -0.06462176752837004)"
0.7738693467336684,-0.26967360726487866,"(-0.40249590180145856, -0.06533579892033252)"
0.7788944723618091,-0.272003170126607,"(-0.40531251384457, -0.0660657858400458)"
0.7839195979899498,-0.27437333133522473,"(-0.4081688242338538, -0.06681226913636827)"
0.7889447236180904,-0.27678516150846505,"(-0.41106567821009143, -0.06757581438191518)"
0.7939698492462312,-0.2792397692422034,"(-0.41400394518093764, -0.06835701330213297)"
0.7989949748743719,-0.2817383028095293,"(-0.41698451959085414, -0.06915648530465632)"
0.8040201005025126,-0.28428195195185657,"(-0.42000832182889336, -0.06997487911725513)"
0.8090452261306533,-0.2868719497679446,"(-0.4230762991762679, -0.07081287454347461)"
0.8140703517587939,-0.2895095747071281,"(-0.4261894267957547, -0.07167118434595383)"
0.8190954773869347,-0.2921961526735297,"(-0.4293487087651066, -0.0725505562683894)"
0.8241206030150754,-0.29493305924852653,"(-0.43255517915676794, -0.07345177520819866)"
0.8291457286432161,-0.29772172203930314,"(-0.43580990316633794, -0.07437566555315285)"
0.8341708542713568,-0.3005636231619113,"(-0.4391139782923649, -0.0753230936965996)"
0.8391959798994975,-0.30346030186791295,"(-0.4424685355702179, -0.07629497074740564)"
0.8442211055276382,-0.30641335732438757,"(-0.44587474086295137, -0.07729225545243705)"
0.8492462311557789,-0.30942445155785103,"(-0.4493337962122538, -0.07831595735128044)"
0.8542713567839196,-0.31249531257347657,"(-0.4528469412527735, -0.07936714018502738)"
0.8592964824120604,-0.31562773766191465,"(-0.45641545469331357, -0.08044692558331588)"
0.864321608040201,-0.3188235969070123,"(-0.46004065586861675, -0.08155649705649562)"
0.8693467336683417,-0.3220848369088126,"(-0.4637239063656945, -0.08269710432278699)"
0.8743718592964824,-0.32541348473741244,"(-0.4674666117289124, -0.08387006800369519)"
0.8793969849246231,-0.3288116521345503,"(-0.4712702232483183, -0.08507678472476791)"
0.8844221105527639,-0.3322815399812266,"(-0.4751362398359914, -0.08631873266311699)"
0.8894472361809045,-0.33582544305121664,"(-0.47906620999551164, -0.08759747758803382)"
0.8944723618090452,-0.33944575507204955,"(-0.48306173388998247, -0.08891467944660013)"
0.8994974874371859,-0.3431449741169103,"(-0.4871244655144116, -0.09027209955253622)"
0.9045226130653267,-0.34692570835298525,"(-0.4912561149786446, -0.09167160844375127)"
0.9095477386934674,-0.35079068217404896,"(-0.49545845090747076, -0.09311519448230755)"
0.914572864321608,-0.3547427427475963,"(-0.4997333029649806, -0.09460497327994606)"
0.9195979899497487,-0.35878486700958134,"(-0.5040825645107404, -0.09614319804313481)"
0.9246231155778895,-0.3629201691428795,"(-0.5085081953958889, -0.09773227094402688)"
0.9296482412060302,-0.36715190857895347,"(-0.5130122249078289, -0.0993747556380173)"
0.9346733668341709,-0.37148349856593293,"(-0.5175967548728112, -0.10107339106509342)"
0.9396984924623115,-0.3759185153504419,"(-0.5222639629263747, -0.1028311066912578)"
0.9447236180904522,-0.38046070802508614,"(-0.5270161059623362, -0.10465103936843272)"
0.949748743718593,-0.38511400909859106,"(-0.5318555237718056, -0.10653655201696782)"
0.9547738693467337,-0.3898825458512236,"(-0.5367846428845536, -0.10849125436483611)"
0.9597989949748744,-0.39477065254442084,"(-0.5418059806259863, -0.11051902601260395)"
0.964824120603015,-0.3997828835605373,"(-0.546922149403971, -0.11262404213426186)"
0.9698492462311558,-0.40492402755644474,"(-0.5521358612408586, -0.11481080217217002)"
0.9748743718592965,-0.4101991227234364,"(-0.5574499325672171, -0.11708416194112235)"
0.9798994974874372,-0.4156134732556527,"(-0.5628672892950808, -0.11944936962359962)"
0.9849246231155779,-0.4211726671401871,"(-0.5683909721899189, -0.12191210621779698)"
0.9899497487437187,-0.4268825953942942,"(-0.5740241425620413, -0.12447853109458418)"
0.9949748743718593,-0.4327494728889252,"(-0.5797700882998321, -0.12715533343244387)"
1.0,-0.4387798609133232,"(-0.5856322302689974, -0.12994979043463561)"
