h=0.5,h=0.25,h=0.0
0.013764815108091123,0.015895646582154362,0.01880702630412442
0.01311154221628333,0.01514124523870481,0.017914451985942794
-0.010785718636571556,-0.012455377731933304,-0.01473665229165702
0.01767620736044239,0.020412533180290054,0.024151206839646347
-0.0033446794094638605,-0.0038624450387419133,-0.004569874214705198
-0.018464032557589174,-0.021322315898330356,-0.02522762153097643
-0.02520667526487628,-0.029108738357559425,-0.03444017235417793
0.021902710419029945,0.02529331060956415,0.029925926919293074
-0.010263952779081426,-0.011852841075671017,-0.014023757557557557
-0.007519931731379735,-0.008684037975466654,-0.01027456981925938
0.010655343576093,0.012304820251268275,0.014558519336541575
0.017669224955044794,0.020404469879212492,0.024141666698282483
-0.01835654430536747,-0.021198188167181588,-0.025080759087053765
-0.008958598220812486,-0.010345414019099039,-0.012240236506182011
-0.03375878698187018,-0.03898474063706178,-0.046125021642329386
0.00163833788054549,0.0018919571186974305,0.0022384800211628464
-0.0249398423061621,-0.028800598918352717,-0.03407559539226908
0.013335033505944435,0.015399333598537164,0.018219810723447985
0.022066918066326095,0.025482938055120783,0.03015028572962114
0.0005831174446512156,0.0006733856389117958,0.0007967201182021592
-0.03134503789696227,-0.036197336513548235,-0.04282708831195465
-0.02243361432489924,-0.025906399909385047,-0.030651307074728445
-0.026948728732019676,-0.031120466522702082,-0.036820360182527226
0.017340826354949972,0.02002523426695112,0.023692971887511613
-0.0178136536202648,-0.020571256501527527,-0.02433900125632283
-0.020556418460192107,-0.023738608929517367,-0.028086472623389664
0.0003935328777189248,0.00045445285632650194,0.0005376885286637155
-0.020577717006366972,-0.023763204549585696,-0.02811557307370482
0.009304167432946422,0.010744478301664351,0.01271239172304927
0.018614235242970303,0.021495770375107564,0.02543284519963672
0.03745197402856072,0.043249643259798465,0.051171065878138446
-0.012292035486589432,-0.014194876599197685,-0.016794750449763023
-0.016513914409778764,-0.019070314064116217,-0.02256315251965915
-0.02492471042819055,-0.02878312458379238,-0.0340549205321415
-0.020258942020239645,-0.02339508231336818,-0.02768002711815693
-0.02917884479599318,-0.03369581072542011,-0.039867393589590294
0.032150347788666815,0.03712731060525427,0.043927392543964015
-0.02979261562440634,-0.034404594976736126,-0.04070599578104911
0.012890871819943698,0.014886414454287164,0.017612947467653878
-0.0008260062041201271,-0.0009538742505623983,-0.0011285818433642235
0.03911308592793562,0.045167899878469184,0.053440662304993045
0.025207265865702867,0.02910942038502851,0.034440979298927546
0.008471063186967154,0.009782407212718567,0.011574111742884492
-0.009810089911485754,-0.01132871898006632,-0.013403639464992718
-0.010631178779303273,-0.012276914677057306,-0.014525502694814866
0.014114731598246515,0.016299731113410328,0.01928512125730189
-0.025800706123370588,-0.029794726836981054,-0.03525180359611136
0.010396588660899174,0.012006009359075566,0.014204979499053222
-0.003696519393575289,-0.004268750826141745,-0.0050505972599524055
-0.0009426921308971946,-0.0010886234817430725,-0.001288011176557917
-0.0287312975054851,-0.03317898187571508,-0.039255904543146265
0.011513337979405933,0.013295634562788667,0.015730807026945258
0.018024624892287334,0.020814886710340617,0.024627253748723554
-0.006066113228154303,-0.007005164344371954,-0.008288200760403546
0.02227355857088996,0.025721567081686818,0.030432621044284812
-0.026097643334447664,-0.030137630750132587,-0.03565751234668639
-0.03464769789519334,-0.040011257419906125,-0.04733955091843023
-0.02243010869769109,-0.025902351601382944,-0.03064651729567232
0.037551672248302595,0.04336477503987993,0.051307284710460976
-0.00441897486157774,-0.005103044400049724,-0.00603769653325059
0.0005766609062776596,0.0006659296105289782,0.0007878984750437503
0.014917812577791787,0.017227131251186117,0.020382380100813117
-0.003288802975430951,-0.0037979187780777866,-0.004493529595733898
0.02981777438144617,0.034433648378994784,0.04074037048217742
0.001575511013977042,0.001819404479305334,0.0021526389457194165
0.024017782262028792,0.027735801427505688,0.032815774074814265
0.07219883828456727,0.08337541826762326,0.09864610894387707
0.0006939454281348779,0.0008013701009648748,0.0009481456756282885
-0.011054922275507915,-0.012766254839221646,-0.015104468341410285
0.04351010930814304,0.05024559464707981,0.05944836627500873
-0.004188005068596647,-0.004836319843886039,-0.0057221198300444415
-0.00545059251114523,-0.0062943593168624115,-0.007447207675889206
0.0007286922938775288,0.0008414958776894807,0.0009956207207252466
0.0015988918889805921,0.0018464047784680518,0.0021845845060304105
0.0024119182968084653,0.0027852899243494328,0.0032954319033905535
0.03665374627304469,0.04232784763856336,0.050080438050827646
-0.021294346483008302,-0.02459077025254591,-0.02909471222753058
-0.025436813754457267,-0.029374502922255966,-0.03475461323792049
-0.008517039167634556,-0.009835500402435833,-0.011636929257756992
-0.010111204111526006,-0.011676446491632709,-0.013815055283965367
-0.035261216424948845,-0.040719750316034024,-0.048177808391311
-0.010256262681738581,-0.011843960529976482,-0.01401325048849252
0.01564592723921922,0.018067960077323583,0.021377211595631752
0.015357531472851295,0.017734919848161373,0.020983173119888517
-0.0034252018748974528,-0.003955432604677597,-0.004679892991825738
-0.020266928683685265,-0.023404305334418972,-0.027690939388922975
-0.0009478347462011463,-0.0010945621881287139,-0.0012950375914086737
-0.01245607812910536,-0.014384313496777455,-0.017018883812148812
0.006786402585233816,0.007836956487391222,0.009272340451260163
-0.0006323832690763148,-0.000730277949305382,-0.000864032584703259
0.0367588924279078,0.042449270709200466,0.05022410046000347
0.06367839567768524,0.07353598756412513,0.08700452952765815
-0.023910109734902475,-0.027611460895187075,-0.03266865985395518
-0.017973424074348095,-0.020755759864081638,-0.02455729747817329
0.011729848962083306,0.013545662044797594,0.016026628490173753
-0.03546006682809509,-0.0409493833119232,-0.04844950000018404
0.014372835511253273,0.016597790226475704,0.019637771622962246
-0.001064082959632447,-0.0012288059467262865,-0.0014538688717885184
-0.016835141861747695,-0.01944126841467503,-0.023002049307690495
-0.015447329796317428,-0.01783861920062478,-0.021105865609270455
0.016843487641116577,0.01945090614378789,0.023013452242701713
-0.0030287657927932764,-0.003497627119892135,-0.004138237781385994
-0.010542446119674349,-0.012174445956142423,-0.01440426623427606
0.026798890490657416,0.030947432906886497,0.03661563445795085
-0.01808862118468586,-0.020888789805917775,-0.024714692624222726
-0.0005671091610511752,-0.0006548992287061431,-0.0007748478149139828
-0.0023907072624564456,-0.002760795363176326,-0.003266451021492501
-0.02308660205723683,-0.026660471949889204,-0.03154349177622326
-0.000430481312906188,-0.0004971210115387822,-0.0005881716035910809
-0.012408318513325531,-0.014329160560295989,-0.016953629295964417
-0.014379313304126003,-0.016605270799612992,-0.019646622306389045
-0.01761121456934295,-0.020337479325255186,-0.024062406436430827
0.014399435070884235,0.016628507471554147,0.019674114909357977
0.007667353750826404,0.00885428133152701,0.010475994231848175
0.028544440278353046,0.03296319863267925,0.039000599349564506
0.010714017156664153,0.012372576664496112,0.014638685729224192
-0.0028470969881853898,-0.003287835481546628,-0.0038900215895905058
-0.008847934615132102,-0.010217619380988115,-0.0120890355400523
-0.009721466535698576,-0.011226376460434336,-0.013282552320232595
0.020005177821193827,0.023102034713995436,0.0273333061539433
0.009743603209598835,0.011251939952719538,0.013312797914166018
0.015204386452420197,0.01755806755472529,0.020773929304771788
0.022855219527579542,0.026393270764269564,0.031227351146116175
-0.016305997074894597,-0.018830210550362554,-0.022279072656940797
-0.010895807696344153,-0.012582508882839807,-0.014887068249058623
0.0037953199472608987,0.0043828459789770685,0.0051855896007456425
0.0026943722808100497,0.0031114685667905885,0.0036813520530698625
0.0025061767646768034,0.0028941398639123505,0.0034242183397259224
0.025279334108691386,0.02919264499148682,0.03453944697400589
-0.026329495371456575,-0.030405374124141283,-0.03597429447012576
0.009755521277116302,0.011265702970073004,0.013329081707848332
-0.012776019835873417,-0.014753783065219885,-0.0174560238716209
0.00819261131235302,0.009460850217274226,0.01119365972161306
-0.0175703981264713,-0.02029034438406392,-0.02400663845780562
-0.01757940149406487,-0.020300741497878586,-0.024018939863224315
0.009102441398945161,0.010511524519305239,0.012436771106433916
0.027013096246161564,0.031194798306175865,0.03690830626259379
0.010752565117703677,0.012417091956589412,0.01469135425484896
-0.021694398433604316,-0.02505275135227298,-0.029641307840969147
-0.004562763182656391,-0.005269091551178116,-0.006234156181674237
0.016131092904722314,0.018628230730585,0.02204009906352162
-0.010605267410408877,-0.012246992156546078,-0.014490099691393026
0.002108543001963516,0.002434951294244801,0.0028809267243986004
0.003025434151574503,0.003493779731392086,0.004133685721402235
0.04604735975032125,0.05317561847976991,0.0629150409401953
-0.0023884264108330936,-0.002758161429409223,-0.0032633346675030477
-0.0027752066211498053,-0.003204816286731051,-0.00379179694848678
0.008011116507599086,0.009251259514441624,0.010945681267833268
-0.011939781151120864,-0.013788092317703875,-0.016313461271457604
0.008589581576398001,0.009919272576843326,0.011736044791025338
-0.03128446998653268,-0.03612739252295716,-0.042744333674446626
-0.01846403255758918,-0.021322315898330366,-0.025227621530976442
-0.022177684460085317,-0.02561085139318962,-0.030301627136293443
-0.027794454867585985,-0.03209711340467517,-0.03797588559661954
0.03908643407436193,0.045137122244200946,0.0534042475687777
-0.00926547854538278,-0.010699800267230974,-0.01265953064788241
0.02348693810739826,0.027122781128580686,0.032090475558188454
-0.037893361584942484,-0.043759358831486815,-0.05177413880850461
0.030676587800198662,0.03542540849181147,0.04191377720286188
0.008659409529615894,0.009999910090474321,0.011831451532243398
-0.023878679356651042,-0.027575165007395996,-0.032625716164128515
-0.01602329568877131,-0.01850374620726655,-0.021892814478877237
-0.01823688603818742,-0.021060006469077335,-0.024917268610742293
-0.02360853020295193,-0.027263196017042832,-0.0322566082466041
-0.022254745325780326,-0.025699841494166913,-0.03040691628959945
-0.024439313598824435,-0.028222586981862172,-0.03339171722238828
-0.0009642653612869741,-0.0011135363079029935,-0.001317486931097259
0.005794708695801595,0.006691745639275246,0.007917377604485123
0.015328121349134588,0.017700956955898225,0.020942989727230917
-0.008391097162462712,-0.009690062226307862,-0.01146485323745006
-0.0183322899992486,-0.0211701792273496,-0.025047620147693964
0.006434346997218493,0.00743040172000647,0.008791322823901972
0.012278815993988655,0.014179610692556206,0.016776688503916483
-0.023392516324832267,-0.027013742592752927,-0.031961465983090194
0.02227984141863194,0.02572882253164759,0.03044120537192164
-0.006355167731411279,-0.00733896528471675,-0.00868313927598768
0.03413244059231669,0.039416236860524485,0.04663554889788023
-0.0010496445254153369,-0.0012121324029327374,-0.0014341414718939901
0.03989397982358129,0.04606967831035302,0.0545076066788049
0.008762305557673464,0.010118734708448967,0.011972039567104189
-0.024122113021737505,-0.02785628287756182,-0.03295832240014685
0.030086862497967434,0.03474439208067845,0.04110802869231698
-0.016752353936192257,-0.019345664689120776,-0.02288893520616727
0.017007566095471386,0.019640384396978308,0.023237634535217728
-0.00015804227587361882,-0.00018250765757468797,-0.00021593499194708988
-0.01637176497402627,-0.018906159502298226,-0.022368932099237942
-0.0013059228960958184,-0.0015080833746673819,-0.0017842975779308091
-0.001838706071181081,-0.002123342859779918,-0.0025122454006613554
0.0014948184107723044,0.00172622043780066,0.002042387707391651
0.03792767554343838,0.04379898468572476,0.05182102236741646
0.011795599551176403,0.013621591007052812,0.016116464281564706
0.017785929912347256,0.02053924108689656,0.02430112203310343
-0.02894914995416803,-0.033430558486379845,-0.0395535588669148
-0.031590769540920625,-0.03648110809607519,-0.0431628343031205
-0.0021772177902497207,-0.0025142571298211974,-0.0029747578830147167
-0.025766305750301897,-0.029755001190955286,-0.03520480196796786
-0.007332857202145688,-0.00846800379136204,-0.01001896772329891
0.0007488902126661427,0.0008648204902060803,0.0010232173710952716
0.028359051753029864,0.03274911145055706,0.03874730086027448
0.002942135478788911,0.003397586193522916,0.004019873780023057
-0.030606643015816615,-0.03534463606122877,-0.04181821083387112
-0.010380619360207092,-0.011987567966439912,-0.014183160458563682
0.01972535589047275,0.022778895573967044,0.026950982209145175
-0.011630610376275703,-0.013431061051255501,-0.015891037661019018
-0.00942516360945238,-0.010884205021160942,-0.012877710200368186
-0.01520055714949638,-0.017553645465110932,-0.02076869728383659
-0.001827777840111696,-0.0021107229082961564,-0.0024973140319821886
0.003219270968254977,0.0037176230237550554,0.004398527209020513
0.0033649595802790477,0.0038858646361264394,0.00459758324697176
-0.007238400531841395,-0.008358924967077538,-0.009889910480679746
-0.007353683640767123,-0.008492054220321066,-0.010047423127595937
-0.01796528924611471,-0.020746365741923876,-0.02454618276814171
0.00926011059505701,0.010693601343338506,0.01265219635518155
-0.026686314405890473,-0.03081742973263346,-0.03646182044949514
0.0316002491791601,0.03649205520854986,0.043175786442638774
-0.026408632993172216,-0.0304967624687188,-0.03608242111923542
0.009497047859128362,0.01096721715163272,0.012975926483252636
-0.011669602061412503,-0.01347608875716438,-0.015944312452017037
-0.015558571795593059,-0.017967081769260252,-0.021257856841268217
0.03838433228444619,0.04432633315407808,0.052444957761582506
0.01820816908416617,0.021026844051096914,0.024878032303867783
0.08490804472194684,0.09805204503535053,0.11601084489531348
0.0035265070881371355,0.004072420145297829,0.004818307477976279
-0.0005995008886758204,-0.000692305285414025,-0.0008191050075234677
-0.0181239110885373,-0.020929542684553312,-0.024762909628577103
0.008990684815607792,0.010382467707571117,0.01228407679227277
0.024882284219019606,0.028734130680023524,0.033996953111177515
0.007696271077479208,0.0088876751403769,0.010515504310169864
-0.014851007644788194,-0.017149984729665068,-0.020291103747126005
0.022500574153363283,0.02598372530461251,0.030742795063877146
-0.02433034063871731,-0.02809674470593826,-0.03324282620488611
-0.0016973074025066516,-0.001960055285861494,-0.002319050761994178
0.006514709458163929,0.007523204512316406,0.008901122985037197
-0.004107571631901682,-0.004743435088584116,-0.005612222693920605
0.040136254536477164,0.04634945781932165,0.054838629425022434
-0.010032110541552649,-0.011585109018129099,-0.013706988823261391
0.025094604399244914,0.028979318611762395,0.03428704863247853
