h,s,rrmse
0.0,-0.05979899497487437,0.8771539686662646
0.0,-0.05829145728643215,0.8840786600186354
0.0,-0.05678391959798995,0.8914836301341352
0.0,-0.05527638190954773,0.8993544119185702
0.0,-0.05376884422110553,0.9076763245720786
0.0,-0.05226130653266331,0.9164345560671893
0.0,-0.050753768844221114,0.925614239919767
0.0,-0.04924623115577889,0.9352005257908826
0.0,-0.04773869346733667,0.9451786436351196
0.0,-0.04623115577889447,0.9555339612703343
0.0,-0.04472361809045225,0.9662520353830034
0.0,-0.043216080402010054,0.9773186561008664
0.0,-0.04170854271356783,0.988719885360583
0.0,-0.040201005025125636,1.000442089373381
0.0,-0.03869346733668341,1.0124719655476446
0.0,-0.03718592964824119,1.0247965642659507
0.0,-0.035678391959798994,1.0374033059373895
0.0,-0.03417085427135677,1.0502799937563057
0.0,-0.032663316582914576,1.063414822598108
0.0,-0.031155778894472352,1.0767963844736508
0.0,-0.029648241206030157,1.090413670947786
0.0,-0.028140703517587934,1.1042560729068203
0.0,-0.02663316582914571,1.1183133780352288
0.0,-0.025125628140703515,1.1325757663354297
0.0,-0.023618090452261292,1.147033803996721
0.0,-0.022110552763819097,1.1616784358915084
0.0,-0.020603015075376874,1.1765009769493886
0.0,-0.01909547738693468,1.191493102632987
0.0,-0.017587939698492455,1.2066468387140816
0.0,-0.016080402010050232,1.2219545505247087
0.0,-0.014572864321608037,1.2374089318358161
0.0,-0.013065326633165814,1.2530029934956817
0.0,-0.011557788944723618,1.2687300519417586
0.0,-0.010050251256281395,1.2845837176828538
0.0,-0.0085427135678392,1.300557883833474
0.0,-0.0070351758793969765,1.3166467147687593
0.0,-0.005527638190954753,1.3328446349565284
0.0,-0.004020100502512558,1.3491463180124832
0.0,-0.002512562814070335,1.3655466760154529
0.0,-0.0010050251256281395,1.382040849111561
0.0,0.0005025125628140836,1.3986241954293166
0.0,0.002010050251256279,1.4152922813216504
0.0,0.003517587939698502,1.432040871945874
0.0,0.005025125628140725,1.4488659221881883
0.0,0.006532663316582921,1.4657635679357577
0.0,0.008040201005025144,1.4827301176962986
0.0,0.00954773869346734,1.499762044562624
0.0,0.011055276381909562,1.5168559785175093
0.0,0.012562814070351758,1.5340086990725592
0.0,0.01407035175879398,1.5512171282334437
0.0,0.015577889447236204,1.5684783237827926
0.0,0.0170854271356784,1.5857894728712787
0.0,0.018592964824120622,1.603147885906806
0.0,0.020100502512562818,1.6205509907313471
0.0,0.02160804020100504,1.6379963270747002
0.0,0.023115577889447236,1.6554815412743287
0.0,0.02462311557788946,1.6730043812504194
0.0,0.026130653266331683,1.6905626917253762
0.0,0.027638190954773878,1.7081544096770878
0.0,0.0291457286432161,1.7257775600155245
0.0,0.030653266331658297,1.7434302514724496
0.0,0.03216080402010052,1.7611106726943027
0.0,0.033668341708542715,1.778817088528634
0.0,0.03517587939698494,1.796547836494768
0.0,0.03668341708542716,1.814301323429729
0.0,0.03819095477386936,1.8320760223007915
0.0,0.03969849246231158,1.8498704691763799
0.0,0.041206030150753775,1.867683260347367
0.0,0.042713567839196,1.8855130495911934
0.0,0.044221105527638194,1.9033585455715498
0.0,0.04572864321608042,1.921218509366706
0.0,0.04723618090452264,1.9390917521198967
0.0,0.048743718592964835,1.9569771328054852
0.0,0.05025125628140703,1.9748735561049429
0.0,0.05175879396984928,1.992779970386966
0.0,0.05326633165829148,2.010695365786341
0.0,0.05477386934673367,2.028618772376453
0.0,0.05628140703517587,2.046549258430573
0.0,0.05778894472361812,2.0644859287673336
0.0,0.059296482412060314,2.08242792317602
0.0,0.06080402010050251,2.1003744149175567
0.0,0.06231155778894476,2.118324609297264
0.0,0.06381909547738696,2.136277742305679
0.0,0.06532663316582915,2.154233079323932
0.0,0.06683417085427135,2.1721899138903544
0.0,0.0683417085427136,2.190147566525169
0.0,0.06984924623115579,2.2081053836102815
0.0,0.07135678391959799,2.226062736321369
0.0,0.07286432160804024,2.2440190196095795
0.0,0.07437185929648243,2.2619736512303303
0.0,0.07587939698492463,2.279926070816817
0.0,0.07738693467336683,2.297875738995966
0.0,0.07889447236180908,2.3158221365446963
0.0,0.08040201005025127,2.333764763584463
0.0,0.08190954773869347,2.3517031388121774
0.0,0.08341708542713572,2.3696367987656703
0.0,0.08492462311557791,2.3875652971219985
0.0,0.08643216080402011,2.4054882040269705
0.0,0.0879396984924623,2.4234051054543344
0.0,0.08944723618090455,2.441315602593194
0.0,0.09095477386934675,2.459219311262252
0.0,0.09246231155778895,2.477115861349599
0.0,0.0939698492462312,2.495004896276782
0.0,0.09547738693467339,2.5128860724859936
0.0,0.09698492462311559,2.530759058949282
0.0,0.09849246231155778,2.5486235366987016
0.0,0.1,2.5664791983764244
0.010101010101010102,-0.2,2.1381510236089523
0.010101010101010102,-0.1984924623115578,2.1142659588911497
0.010101010101010102,-0.1969849246231156,2.0904791231758773
0.010101010101010102,-0.19547738693467337,2.0667917750813523
0.010101010101010102,-0.19396984924623117,2.0432052328231216
0.010101010101010102,-0.19246231155778895,2.019720876920799
0.010101010101010102,-0.19095477386934676,1.996340153042052
0.010101010101010102,-0.18944723618090453,1.9730645749906892
0.010101010101010102,-0.1879396984924623,1.94989572784592
0.010101010101010102,-0.18643216080402011,1.9268352712601375
0.010101010101010102,-0.1849246231155779,1.903884942922769
0.010101010101010102,-0.1834170854271357,1.8810465621980057
0.010101010101010102,-0.18190954773869347,1.8583220339443598
0.010101010101010102,-0.18040201005025128,1.8357133525242166
0.010101010101010102,-0.17889447236180905,1.8132226060116228
0.010101010101010102,-0.17738693467336686,1.790851980606687
0.010101010101010102,-0.17587939698492464,1.7686037652649351
0.010101010101010102,-0.1743718592964824,1.746480356549977
0.010101010101010102,-0.17286432160804022,1.7244842637176596
0.010101010101010102,-0.171356783919598,1.702618114039686
0.010101010101010102,-0.1698492462311558,1.6808846583743169
0.010101010101010102,-0.16834170854271358,1.6592867769912936
0.010101010101010102,-0.16683417085427138,1.637827485657457
0.010101010101010102,-0.16532663316582916,1.616509941988704
0.010101010101010102,-0.16381909547738693,1.595337452072841
0.010101010101010102,-0.16231155778894474,1.5743134773665783
0.010101010101010102,-0.16080402010050251,1.5534416418682604
0.010101010101010102,-0.1592964824120603,1.532725739565974
0.010101010101010102,-0.1577889447236181,1.5121697421582823
0.010101010101010102,-0.1562814070351759,1.4917778070420202
0.010101010101010102,-0.15477386934673368,1.4715542855582575
0.010101010101010102,-0.15326633165829145,1.4515037314836052
0.010101010101010102,-0.15175879396984926,1.431630909749488
0.010101010101010102,-0.15025125628140704,1.411940805366684
0.010101010101010102,-0.1487437185929648,1.3924386325263591
0.010101010101010102,-0.14723618090452262,1.3731298438417603
0.010101010101010102,-0.14572864321608042,1.35402013968675
0.010101010101010102,-0.1442211055276382,1.3351154775782716
0.010101010101010102,-0.14271356783919598,1.316422081539549
0.010101010101010102,-0.14120603015075378,1.2979464513692953
0.010101010101010102,-0.13969849246231156,1.2796953717293338
0.010101010101010102,-0.13819095477386933,1.2616759209487447
0.010101010101010102,-0.13668341708542714,1.2438954794269224
0.010101010101010102,-0.13517587939698494,1.2263617375007216
0.010101010101010102,-0.13366834170854272,1.2090827026222355
0.010101010101010102,-0.1321608040201005,1.1920667056737135
0.010101010101010102,-0.1306532663316583,1.1753224062248864
0.010101010101010102,-0.12914572864321608,1.158858796515647
0.010101010101010102,-0.12763819095477386,1.1426852039240425
0.010101010101010102,-0.12613065326633166,1.1268112916561797
0.010101010101010102,-0.12462311557788945,1.1112470573715574
0.010101010101010102,-0.12311557788944724,1.0960028294351516
0.010101010101010102,-0.12160804020100503,1.0810892604671893
0.010101010101010102,-0.12010050251256282,1.066517317843946
0.010101010101010102,-0.1185929648241206,1.0522982707893522
0.010101010101010102,-0.11708542713567839,1.0384436736890583
0.010101010101010102,-0.11557788944723618,1.024965345257498
0.010101010101010102,-0.11407035175879397,1.0118753431960952
0.010101010101010102,-0.11256281407035176,0.999185933998972
0.010101010101010102,-0.11105527638190955,0.9869095575931488
0.010101010101010102,-0.10954773869346734,0.9750587865451373
0.010101010101010102,-0.10804020100502512,0.9636462796267465
0.010101010101010102,-0.10653266331658291,0.9526847296110934
0.010101010101010102,-0.1050251256281407,0.9421868052663007
0.010101010101010102,-0.1035175879396985,0.9321650876293333
0.010101010101010102,-0.10201005025125628,0.9226320007753958
0.010101010101010102,-0.10050251256281408,0.9135997374476779
0.010101010101010102,-0.09899497487437187,0.9050801800753323
0.010101010101010102,-0.09748743718592964,0.8970848178803461
0.010101010101010102,-0.09597989949748743,0.8896246609511858
0.010101010101010102,-0.09447236180904522,0.8827101523361617
0.010101010101010102,-0.09296482412060302,0.8763510793747328
0.010101010101010102,-0.0914572864321608,0.8705564856320234
0.010101010101010102,-0.0899497487437186,0.8653345849217959
0.010101010101010102,-0.08844221105527639,0.8606926789873608
0.010101010101010102,-0.08693467336683416,0.8566370804504605
0.010101010101010102,-0.08542713567839195,0.8531730426285904
0.010101010101010102,-0.08391959798994975,0.8503046977570329
0.010101010101010102,-0.08241206030150754,0.8480350050313388
0.010101010101010102,-0.08090452261306533,0.8463657097102486
0.010101010101010102,-0.07939698492462312,0.8452973142925805
0.010101010101010102,-0.07788944723618091,0.8448290625119628
0.010101010101010102,-0.07638190954773869,0.8449589365908455
0.010101010101010102,-0.07487437185929649,0.8456836678726021
0.010101010101010102,-0.07336683417085427,0.8469987606216827
0.010101010101010102,-0.07185929648241207,0.8488985284612179
0.010101010101010102,-0.07035175879396985,0.8513761426190967
0.010101010101010102,-0.06884422110552763,0.8544236908898268
0.010101010101010102,-0.06733668341708543,0.8580322460006077
0.010101010101010102,-0.0658291457286432,0.862191941903342
0.010101010101010102,-0.06432160804020101,0.8668920564038946
0.010101010101010102,-0.06281407035175879,0.8721210984866788
0.010101010101010102,-0.06130653266331659,0.8778668986944573
0.010101010101010102,-0.05979899497487437,0.8841167009752774
0.010101010101010102,-0.05829145728643215,0.8908572545039471
0.010101010101010102,-0.05678391959798995,0.8980749041160896
0.010101010101010102,-0.05527638190954773,0.9057556781497095
0.010101010101010102,-0.05376884422110553,0.9138853726632519
0.010101010101010102,-0.05226130653266331,0.9224496311817613
0.010101010101010102,-0.050753768844221114,0.9314340193061718
0.010101010101010102,-0.04924623115577889,0.9408240936984001
0.010101010101010102,-0.04773869346733667,0.9506054651214746
0.010101010101010102,-0.04623115577889447,0.9607638553654851
0.010101010101010102,-0.04472361809045225,0.9712851480240653
0.010101010101010102,-0.043216080402010054,0.9821554332009864
0.010101010101010102,-0.04170854271356783,0.9933610463218704
0.010101010101010102,-0.040201005025125636,1.0048886013024096
0.010101010101010102,-0.03869346733668341,1.0167250183829446
0.010101010101010102,-0.03718592964824119,1.0288575469812729
0.010101010101010102,-0.035678391959798994,1.04127378394301
0.010101010101010102,-0.03417085427135677,1.0539616875836029
0.010101010101010102,-0.032663316582914576,1.0669095879202637
0.010101010101010102,-0.031155778894472352,1.0801061934875107
0.010101010101010102,-0.029648241206030157,1.093540595118518
0.010101010101010102,-0.028140703517587934,1.1072022670577213
0.010101010101010102,-0.02663316582914571,1.121081065749515
0.010101010101010102,-0.025125628140703515,1.1351672266247177
0.010101010101010102,-0.023618090452261292,1.1494513591817526
0.010101010101010102,-0.022110552763819097,1.1639244406341147
0.010101010101010102,-0.020603015075376874,1.1785778083703358
0.010101010101010102,-0.01909547738693468,1.1934031514478416
0.010101010101010102,-0.017587939698492455,1.2083925013182677
0.010101010101010102,-0.016080402010050232,1.2235382219591928
0.010101010101010102,-0.014572864321608037,1.2388329995661056
0.010101010101010102,-0.013065326633165814,1.2542698319388303
0.010101010101010102,-0.011557788944723618,1.2698420176786485
0.010101010101010102,-0.010050251256281395,1.2855431452960056
0.010101010101010102,-0.0085427135678392,1.301367082313883
0.010101010101010102,-0.0070351758793969765,1.3173079644386805
0.010101010101010102,-0.005527638190954753,1.3333601848586094
0.010101010101010102,-0.004020100502512558,1.3495183837191256
0.010101010101010102,-0.002512562814070335,1.3657774378157213
0.010101010101010102,-0.0010050251256281395,1.3821324505362782
0.010101010101010102,0.0005025125628140836,1.3985787420781897
0.010101010101010102,0.002010050251256279,1.415111839959322
0.010101010101010102,0.003517587939698502,1.4317274698366702
0.010101010101010102,0.005025125628140725,1.448421546642051
0.010101010101010102,0.006532663316582921,1.4651901660403728
0.010101010101010102,0.008040201005025144,1.4820295962127963
0.010101010101010102,0.00954773869346734,1.4989362699643909
0.010101010101010102,0.011055276381909562,1.515906777153673
0.010101010101010102,0.012562814070351758,1.5329378574395542
0.010101010101010102,0.01407035175879398,1.5500263933397507
0.010101010101010102,0.015577889447236204,1.567169403593503
0.010101010101010102,0.0170854271356784,1.5843640368205345
0.010101010101010102,0.018592964824120622,1.6016075654674615
0.010101010101010102,0.020100502512562818,1.6188973800323527
0.010101010101010102,0.02160804020100504,1.636230983557769
0.010101010101010102,0.023115577889447236,1.6536059863823975
0.010101010101010102,0.02462311557788946,1.6710201011412844
0.010101010101010102,0.026130653266331683,1.688471138004645
0.010101010101010102,0.027638190954773878,1.7059570001453075
0.010101010101010102,0.0291457286432161,1.7234756794249573
0.010101010101010102,0.030653266331658297,1.7410252522895338
0.010101010101010102,0.03216080402010052,1.7586038758643516
0.010101010101010102,0.033668341708542715,1.7762097842397597
0.010101010101010102,0.03517587939698494,1.793841284938439
0.010101010101010102,0.03668341708542716,1.8114967555557153
0.010101010101010102,0.03819095477386936,1.8291746405645781
0.010101010101010102,0.03969849246231158,1.8468734482774196
0.010101010101010102,0.041206030150753775,1.864591747956785
0.010101010101010102,0.042713567839196,1.8823281670677967
0.010101010101010102,0.044221105527638194,1.9000813886651755
0.010101010101010102,0.04572864321608042,1.91785014890814
0.010101010101010102,0.04723618090452264,1.9356332346967258
0.010101010101010102,0.048743718592964835,1.9534294814234074
0.010101010101010102,0.05025125628140703,1.9712377708341589
0.010101010101010102,0.05175879396984928,1.9890570289933962
0.010101010101010102,0.05326633165829148,2.006886224347494
0.010101010101010102,0.05477386934673367,2.024724365881859
0.010101010101010102,0.05628140703517587,2.042570501366763
0.010101010101010102,0.05778894472361812,2.060423715687401
0.010101010101010102,0.059296482412060314,2.0782831292538635
0.010101010101010102,0.06080402010050251,2.0961478964869356
0.010101010101010102,0.06231155778894476,2.114017204375849
0.010101010101010102,0.06381909547738696,2.131890271104294
0.010101010101010102,0.06532663316582915,2.149766344741236
0.010101010101010102,0.06683417085427135,2.1676447019932086
0.010101010101010102,0.0683417085427136,2.185524647014967
0.010101010101010102,0.06984924623115579,2.203405510275538
0.010101010101010102,0.07135678391959799,2.2212866474768607
0.010101010101010102,0.07286432160804024,2.2391674385223537
0.010101010101010102,0.07437185929648243,2.257047286532894
0.010101010101010102,0.07587939698492463,2.274925616907831
0.010101010101010102,0.07738693467336683,2.292801876428766
0.010101010101010102,0.07889447236180908,2.310675532403963
0.010101010101010102,0.08040201005025127,2.3285460718513713
0.010101010101010102,0.08190954773869347,2.346413000718338
0.010101010101010102,0.08341708542713572,2.364275843136195
0.010101010101010102,0.08492462311557791,2.3821341407079952
0.010101010101010102,0.08643216080402011,2.3999874518277773
0.010101010101010102,0.0879396984924623,2.417835351029817
0.010101010101010102,0.08944723618090455,2.4356774283663865
0.010101010101010102,0.09095477386934675,2.453513288812654
0.010101010101010102,0.09246231155778895,2.4713425516974024
0.010101010101010102,0.0939698492462312,2.489164850158326
0.010101010101010102,0.09547738693467339,2.506979830620716
0.010101010101010102,0.09698492462311559,2.524787152298431
0.010101010101010102,0.09849246231155778,2.542586486716083
0.010101010101010102,0.1,2.560377517251438
0.020202020202020204,-0.2,2.1405157441285314
0.020202020202020204,-0.1984924623115578,2.116739547167236
0.020202020202020204,-0.1969849246231156,2.0930618529005356
0.020202020202020204,-0.19547738693467337,2.0694839275947987
0.020202020202020204,-0.19396984924623117,2.046007096936978
0.020202020202020204,-0.19246231155778895,2.022632748705874
0.020202020202020204,-0.19095477386934676,1.9993623355769845
0.020202020202020204,-0.18944723618090453,1.9761973780674336
0.020202020202020204,-0.1879396984924623,1.9531394676276936
0.020202020202020204,-0.18643216080402011,1.9301902698870472
0.020202020202020204,-0.1849246231155779,1.9073515280599163
0.020202020202020204,-0.1834170854271357,1.8846250665203714
0.020202020202020204,-0.18190954773869347,1.8620127945523028
0.020202020202020204,-0.18040201005025128,1.8395167102828354
0.020202020202020204,-0.17889447236180905,1.8171389048066673
0.020202020202020204,-0.17738693467336686,1.794881566509063
0.020202020202020204,-0.17587939698492464,1.772746985595159
0.020202020202020204,-0.1743718592964824,1.750737558833209
0.020202020202020204,-0.17286432160804022,1.728855794519168
0.020202020202020204,-0.171356783919598,1.7071043176697471
0.020202020202020204,-0.1698492462311558,1.6854858754506754
0.020202020202020204,-0.16834170854271358,1.6640033428463605
0.020202020202020204,-0.16683417085427138,1.64265972857643
0.020202020202020204,-0.16532663316582916,1.6214581812637396
0.020202020202020204,-0.16381909547738693,1.60040199585732
0.020202020202020204,-0.16231155778894474,1.5794946203123545
0.020202020202020204,-0.16080402010050251,1.5587396625276109
0.020202020202020204,-0.1592964824120603,1.5381408975387567
0.020202020202020204,-0.1577889447236181,1.5177022749635782
0.020202020202020204,-0.1562814070351759,1.4974279266923154
0.020202020202020204,-0.15477386934673368,1.4773221748130034
0.020202020202020204,-0.15326633165829145,1.4573895397578287
0.020202020202020204,-0.15175879396984926,1.437634748652021
0.020202020202020204,-0.15025125628140704,1.4180627438415974
0.020202020202020204,-0.1487437185929648,1.3986786915703364
0.020202020202020204,-0.14723618090452262,1.3794879907695061
0.020202020202020204,-0.14572864321608042,1.3604962819161714
0.020202020202020204,-0.1442211055276382,1.341709455907107
0.020202020202020204,-0.14271356783919598,1.3231336628855204
0.020202020202020204,-0.14120603015075378,1.3047753209467514
0.020202020202020204,-0.13969849246231156,1.2866411246368779
0.020202020202020204,-0.13819095477386933,1.2687380531446164
0.020202020202020204,-0.13668341708542714,1.251073378072071
0.020202020202020204,-0.13517587939698494,1.233654670653717
0.020202020202020204,-0.13366834170854272,1.2164898082755728
0.020202020202020204,-0.1321608040201005,1.199586980127878
0.020202020202020204,-0.1306532663316583,1.182954691804896
0.020202020202020204,-0.12914572864321608,1.16660176864492
0.020202020202020204,-0.12763819095477386,1.1505373575825006
0.020202020202020204,-0.12613065326633166,1.1347709272636444
0.020202020202020204,-0.12462311557788945,1.1193122661539345
0.020202020202020204,-0.12311557788944724,1.1041714783496714
0.020202020202020204,-0.12160804020100503,1.0893589767841738
0.020202020202020204,-0.12010050251256282,1.0748854735061795
0.020202020202020204,-0.1185929648241206,1.060761966696008
0.020202020202020204,-0.11708542713567839,1.0469997240790803
0.020202020202020204,-0.11557788944723618,1.0336102623969168
0.020202020202020204,-0.11407035175879397,1.0206053226044909
0.020202020202020204,-0.11256281407035176,1.0079968404813495
0.020202020202020204,-0.11105527638190955,0.9957969123739766
0.020202020202020204,-0.10954773869346734,0.984017755829991
0.020202020202020204,-0.10804020100502512,0.9726716649424867
0.020202020202020204,-0.10653266331658291,0.9617709602962029
0.020202020202020204,-0.1050251256281407,0.9513279334970939
0.020202020202020204,-0.1035175879396985,0.9413547863733565
0.020202020202020204,-0.10201005025125628,0.9318635650585294
0.020202020202020204,-0.10050251256281408,0.9228660893043821
0.020202020202020204,-0.09899497487437187,0.9143738775205348
0.020202020202020204,-0.09748743718592964,0.906398068195398
0.020202020202020204,-0.09597989949748743,0.8989493385143712
0.020202020202020204,-0.09447236180904522,0.8920378211504301
0.020202020202020204,-0.09296482412060302,0.8856730203524416
0.020202020202020204,-0.0914572864321608,0.8798637285902506
0.020202020202020204,-0.0899497487437186,0.8746179451250022
0.020202020202020204,-0.08844221105527639,0.8699427979505381
0.020202020202020204,-0.08693467336683416,0.8658444705900211
0.020202020202020204,-0.08542713567839195,0.8623281352253791
0.020202020202020204,-0.08391959798994975,0.8593978935816954
0.020202020202020204,-0.08241206030150754,0.8570567268825761
0.020202020202020204,-0.08090452261306533,0.8553064560366181
0.020202020202020204,-0.07939698492462312,0.8541477130131473
0.020202020202020204,-0.07788944723618091,0.8535799241237836
0.020202020202020204,-0.07638190954773869,0.8536013056541248
0.020202020202020204,-0.07487437185929649,0.8542088719978455
0.020202020202020204,-0.07336683417085427,0.8553984561461329
0.020202020202020204,-0.07185929648241207,0.8571647420914108
0.020202020202020204,-0.07035175879396985,0.8595013084282626
0.020202020202020204,-0.06884422110552763,0.8624006821876782
0.020202020202020204,-0.06733668341708543,0.8658544017326921
0.020202020202020204,-0.0658291457286432,0.8698530873811746
0.020202020202020204,-0.06432160804020101,0.8743865183092799
0.020202020202020204,-0.06281407035175879,0.8794437142282632
0.020202020202020204,-0.06130653266331659,0.8850130203167498
0.020202020202020204,-0.05979899497487437,0.8910821939264116
0.020202020202020204,-0.05829145728643215,0.8976384916556779
0.020202020202020204,-0.05678391959798995,0.9046687554966236
0.020202020202020204,-0.05527638190954773,0.9121594968966852
0.020202020202020204,-0.05376884422110553,0.9200969777312714
0.020202020202020204,-0.05226130653266331,0.9284672873479138
0.020202020202020204,-0.050753768844221114,0.9372564150100877
0.020202020202020204,-0.04924623115577889,0.9464503172330879
0.020202020202020204,-0.04773869346733667,0.9560349796601895
0.020202020202020204,-0.04623115577889447,0.9659964732708589
0.020202020202020204,-0.04472361809045225,0.976321004841253
0.020202020202020204,-0.043216080402010054,0.9869949616889662
0.020202020202020204,-0.04170854271356783,0.9980049508282933
0.020202020202020204,-0.040201005025125636,1.0093378327392002
0.020202020202020204,-0.03869346733668341,1.0209807500135424
0.020202020202020204,-0.03718592964824119,1.032921151186977
0.020202020202020204,-0.035678391959798994,1.0451468100960233
0.020202020202020204,-0.03417085427135677,1.0576458411185394
0.020202020202020204,-0.032663316582914576,1.070406710664221
0.020202020202020204,-0.031155778894472352,1.0834182452814143
0.020202020202020204,-0.029648241206030157,1.096669636739134
0.020202020202020204,-0.028140703517587934,1.1101504444303287
0.020202020202020204,-0.02663316582914571,1.1238505954254125
0.020202020202020204,-0.025125628140703515,1.1377603824851799
0.020202020202020204,-0.023618090452261292,1.151870460320395
0.020202020202020204,-0.022110552763819097,1.1661718403625059
0.020202020202020204,-0.020603015075376874,1.1806558842867596
0.020202020202020204,-0.01909547738693468,1.195314296506035
0.020202020202020204,-0.017587939698492455,1.2101391158314203
0.020202020202020204,-0.016080402010050232,1.2251227064742218
0.020202020202020204,-0.014572864321608037,1.240257748543976
0.020202020202020204,-0.013065326633165814,1.2555372281782284
0.020202020202020204,-0.011557788944723618,1.270954427422474
0.020202020202020204,-0.010050251256281395,1.2865029139627566
0.020202020202020204,-0.0085427135678392,1.3021765307989317
0.020202020202020204,-0.0070351758793969765,1.3179693859335466
0.020202020202020204,-0.005527638190954753,1.3338758421395773
0.020202020202020204,-0.004020100502512558,1.3498905068598201
0.020202020202020204,-0.002512562814070335,1.3660082222814847
0.020202020202020204,-0.0010050251256281395,1.3822240556213743
0.020202020202020204,0.0005025125628140836,1.398533289649923
0.020202020202020204,0.002010050251256279,1.4149314134761015
0.020202020202020204,0.003517587939698502,1.431414113609839
0.020202020202020204,0.005025125628140725,1.4479772653139398
0.020202020202020204,0.006532663316582921,1.464616924253508
0.020202020202020204,0.008040201005025144,1.4813293184475007
0.020202020202020204,0.00954773869346734,1.4981108405241608
0.020202020202020204,0.011055276381909562,1.514958040279701
0.020202020202020204,0.012562814070351758,1.5318676175375927
0.020202020202020204,0.01407035175879398,1.5488364153041951
0.020202020202020204,0.015577889447236204,1.565861413215116
0.020202020202020204,0.0170854271356784,1.5829397212656375
