Date,TP,Treatment,Treatment_Cage,Dose_ppm,mean_Survival,n_class
2021-12-22,9,E,E5,15,12,2
2021-12-22,9,E,E6,0,91,2
2021-12-22,9,E,E6,2.5,40,2
2021-12-22,9,E,E6,5,29,2
2021-12-22,9,E,E6,7.5,17,2
2021-12-22,9,E,E6,10,2,2
2021-12-22,9,E,E6,15,5,2
2021-12-22,9,E,E7,0,80,2
2021-12-22,9,E,E7,2.5,41,2
2021-12-22,9,E,E7,5,28,2
2021-12-22,9,E,E7,7.5,11,2
2021-12-22,9,E,E7,10,6,2
2021-12-22,9,E,E7,15,1,2
2021-12-22,9,E,E8,0,92,2
2021-12-22,9,E,E8,2.5,41,2
2021-12-22,9,E,E8,5,33,2
2021-12-22,9,E,E8,7.5,12,2
2021-12-22,9,E,E8,10,8,2
2021-12-22,9,E,E8,15,1,2
2021-12-22,9,E,E9,0,94,1
2021-12-22,9,E,E9,2.5,44,2
2021-12-22,9,E,E9,5,39,2
2021-12-22,9,E,E9,7.5,19,2
2021-12-22,9,E,E9,10,11,2
2021-12-22,9,E,E9,15,2,2
2021-12-22,9,P,P1,0,88,2
2021-12-22,9,P,P1,2.5,82,2
2021-12-22,9,P,P1,5,68,2
2021-12-22,9,P,P1,7.5,52,2
2021-12-22,9,P,P1,10,55,2
2021-12-22,9,P,P1,15,50,2
2021-12-22,9,P,P10,0,86,2
2021-12-22,9,P,P10,2.5,75,2
2021-12-22,9,P,P10,5,72,2
2021-12-22,9,P,P10,7.5,64,2
2021-12-22,9,P,P10,10,44,2
2021-12-22,9,P,P10,15,34,2
2021-12-22,9,P,P2,0,88,2
2021-12-22,9,P,P2,2.5,82,2
2021-12-22,9,P,P2,5,78,2
2021-12-22,9,P,P2,7.5,66,2
2021-12-22,9,P,P2,10,48,2
2021-12-22,9,P,P2,15,26,2
2021-12-22,9,P,P3,0,86,2
2021-12-22,9,P,P3,2.5,86,2
2021-12-22,9,P,P3,5,67,2
2021-12-22,9,P,P3,7.5,61,2
2021-12-22,9,P,P3,10,44,2
2021-12-22,9,P,P3,15,33,2
2021-12-22,9,P,P4,0,90,2
2021-12-22,9,P,P4,2.5,81,2
2021-12-22,9,P,P4,5,74,2
2021-12-22,9,P,P4,7.5,71,2
2021-12-22,9,P,P4,10,49,2
2021-12-22,9,P,P4,15,27,2
2021-12-22,9,P,P5,0,88,2
2021-12-22,9,P,P5,2.5,82,2
2021-12-22,9,P,P5,5,81,2
2021-12-22,9,P,P5,7.5,68,2
2021-12-22,9,P,P5,10,48,2
2021-12-22,9,P,P5,15,27,2
2021-12-22,9,P,P6,0,90,2
2021-12-22,9,P,P6,2.5,82,2
2021-12-22,9,P,P6,5,72,2
2021-12-22,9,P,P6,7.5,66,2
2021-12-22,9,P,P6,10,45,2
2021-12-22,9,P,P6,15,32,2
2021-12-22,9,P,P7,0,85,2
2021-12-22,9,P,P7,2.5,76,2
2021-12-22,9,P,P7,5,77,2
2021-12-22,9,P,P7,7.5,62,2
2021-12-22,9,P,P7,10,45,2
2021-12-22,9,P,P7,15,36,2
2021-12-22,9,P,P8,0,93,2
2021-12-22,9,P,P8,2.5,82,2
2021-12-22,9,P,P8,5,82,2
2021-12-22,9,P,P8,7.5,61,2
2021-12-22,9,P,P8,10,51,2
2021-12-22,9,P,P8,15,40,2
2021-12-22,9,P,P9,0,81,2
2021-12-22,9,P,P9,2.5,86,2
2021-12-22,9,P,P9,5,74,2
2021-12-22,9,P,P9,7.5,61,2
2021-12-22,9,P,P9,10,48,2
2021-12-22,9,P,P9,15,35,2
